access,barrier,bicycle,opening_hours,wheelchair,geometry,highway,created_by,source,man_made,ref,survey:date,foot,name,place,access:conditional,horse,fixme,amenity,operator,height,name:ru,note,check_date,covered,description,source:name,leisure,natural,alt_name,addr:city,addr:postcode,addr:street,brand,fee,layer,operator:wikidata,species,leaf_cycle,leaf_type,species:en,wikidata,dogs,historic,start_date,dog,tourism,opening_hours:url,surface,designation,contact:phone,addr:housename,website,level,addr:housenumber,operator:type,nodes,name:alt,wikipedia,GBV,wikimedia_commons,barbecue,fire,litter,moped,source:designation,name:uk,heritage,heritage:operator,listed_status,ref:GB:nhle,landuse,wikipedia:es,name:ar,name:arz,name:cs,name:cy,name:da,name:de,name:en,name:es,name:eu,name:fa,name:fr,name:ga,name:he,name:id,name:is,name:it,name:ja,name:ko,name:lt,name:nl,name:nn,name:no,name:pl,name:scn,name:sh,name:sk,name:sv,name:tr,name:yue,name:zh,is_in,phone,not:name,fence_type,private,official_name,sport,he:inscription_date,heritage:website,type,owner,email,ref:he,loc_name,landuse_2,area,is_in:district,name:zh-Hans,golf,FIXME,boundary,building,landuse_1,grassland,url,old_name,smoking,fence:height,contact:website,smokefree,disused,postal_code,not:addr:postcode,wikipedia:en,fhrs:id,source:addr,previous_id,garden:type,wheelchair:description:en,protection_title,name:etymology:wikidata,park,incorrect_name,denomination,religion,landcover,name:ur,lit,light:colour,contact:fax,dog:conditional,level:ref,note:level,opening_hours:note,bbq,BROADHAB,CREATEDATE,CREATEDBY,HABDEFVER,INCID,INTERPQUAL,NBNPRIHAB,PHABFEANOT,PRIDET,PRIHAB,PRIHABTXT,S1BOUNDARY,S1CAPTDATE,S1HABCLASS,S1HABID,S1HABTYPE,SOURCE1TXT,construction,name:ast,name:az,name:be,name:bg,name:bn,name:br,name:ca,name:ceb,name:et,name:fi,name:hi,name:hr,name:hu,name:hy,name:ka,name:lv,name:mr,name:ms,name:nan,name:pt,name:ro,name:sr,name:th,name:vi,name:wuu,protect_class,addr:country,addr:suburb,toilets,ruins,leisure_1,maxspeed,architect,previously,note:history,not:designation,disused:leisure,bench,opening_hours:covid19,image,name:etymology,name:etymology:wikipedia,ways,contact:email,golf:course,golf:par,contact:twitter
,,,,,"POLYGON ((0.2582064 51.5185236, 0.2580572 51.5186555, 0.257875 51.518704, 0.2577035 51.5186514, 0.2575845 51.5185245, 0.2576286 51.5183388, 0.2577929 51.5182737, 0.2580575 51.5182997, 0.2581631 51.5183648, 0.2582064 51.5185236))",,,,,,,,The Glade,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[300449816, 300449843, 300449839, 300449837, 300449833, 300449830, 300449826, 300449823, 300449820, 300449816]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,07:30 -dusk,,"POLYGON ((-0.1031486 51.4700152, -0.1028292 51.4700453, -0.1027527 51.4700955, -0.1023326 51.4700743, -0.1018348 51.4700455, -0.1021235 51.4693959, -0.1022917 51.4687646, -0.1026097 51.4687016, -0.1026712 51.4687128, -0.1027175 51.4686752, -0.1027961 51.4686572, -0.1028312 51.4689158, -0.1028383 51.4689674, -0.1029211 51.4695681, -0.1029684 51.469619, -0.1030513 51.4697081, -0.1030636 51.469764, -0.1031486 51.4700152))",,,,,,,,Elam Street Open Space,,,,,,Lambeth Council,,,,,,,,park,,,London,SE5 9DT,Gordon Grove,,,,,,,,,,,,,,,,,,,,https://beta.lambeth.gov.uk/parks/elam-street-open-space,,,,"[300956572, 5623313164, 5623313163, 4989063618, 418339193, 300956575, 300956576, 9251321581, 1028025585, 9251321580, 300956577, 9251669209, 9251690919, 9251669211, 9251690932, 1956340246, 9251669196, 300956572]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,07:30 - dusk,,"POLYGON ((-0.1000222 51.4609781, -0.1000075 51.4609212, -0.1000063 51.4609166, -0.1000592 51.4607667, -0.1001226 51.4604983, -0.1001441 51.4604816, -0.1001716 51.4604854, -0.1001829 51.4604776, -0.100265 51.4604101, -0.1003274 51.4604143, -0.1003499 51.4603869, -0.1007859 51.4604469, -0.1012659 51.4605129, -0.1016224 51.4605619, -0.1016294 51.4605629, -0.101558 51.4607553, -0.1014843 51.4609738, -0.101456 51.4610673, -0.1013943 51.4612088, -0.10114 51.461171, -0.1004403 51.4610637, -0.1001178 51.4611328, -0.100086 51.4610813, -0.1000222 51.4609781))",,,,,,,,Milkwood Community Park,,,,,,Lambeth Council,,,,,,,,park,,,London Borough of Lambeth,SE24 0HZ,Milkwood Road,,,,,,,,,,,,,,,,,,,,https://beta.lambeth.gov.uk/parks/milkwood-community-park,,,,"[300958176, 9284551909, 8796313258, 4965034937, 4965034939, 8796313240, 4965034938, 8795718989, 4965034932, 486301039, 491556875, 8796313273, 8796313270, 9284553383, 300958174, 486301037, 486301035, 486301028, 300958175, 486301032, 3065813195, 3065813196, 9284551907, 300958176]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.0555857 51.4776833, -0.0560677 51.4776625, -0.0561158 51.4774452, -0.0561532 51.4774266, -0.0570707 51.4774544, -0.0582675 51.4774914, -0.0584625 51.4774775, -0.0586463 51.4777038, -0.0585043 51.4777446, -0.0584138 51.4777668, -0.0583032 51.4777768, -0.0583374 51.4778908, -0.0582697 51.4778971, -0.0581814 51.4779007, -0.057922 51.4779034, -0.056777 51.4779334, -0.0561086 51.4779334, -0.0557298 51.4779212, -0.0556762 51.4780829, -0.0553845 51.478457, -0.055055 51.4788745, -0.0543256 51.4785993, -0.0544287 51.4784395, -0.055103 51.4773945, -0.0555863 51.477412, -0.0555857 51.4776833))",,,,,,,,Brimmington Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5659627210, 301614713, 5659627215, 301614706, 5659627216, 5399047819, 301614707, 301614709, 5659627218, 5659627219, 5659627222, 5659627221, 5659627220, 301614878, 301614710, 5659627207, 5659627206, 5659627211, 280930344, 420491186, 280930345, 280930340, 9962233164, 280930341, 301614403, 5659627210]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.17991 51.3902718, -0.1795476 51.3900574, -0.1795032 51.3899543, -0.179537 51.3899043, -0.1803175 51.389424, -0.1808043 51.3897289, -0.17991 51.3902718))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[301749643, 6089076471, 6089076484, 301749645, 301749646, 301749647, 301749643]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2775355 51.5043583, -0.2775402 51.5046477, -0.2774977 51.5046506, -0.2774481 51.5046477, -0.2774411 51.5043568, -0.2771059 51.5043627, -0.2770611 51.5037398, -0.2775968 51.5037486, -0.2775355 51.5043583))",,,,,,,,Mill Hill Gardens,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302164056, 302164057, 302164068, 302164059, 302164060, 302164062, 302164064, 302164065, 302164056]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2753827 51.507865, -0.2753908 51.5079251, -0.2753817 51.5079897, -0.2748264 51.5079572, -0.2744851 51.5078426, -0.2742613 51.5077714, -0.2741111 51.5075558, -0.2739431 51.5072989, -0.2738422 51.5072188, -0.2740664 51.5070652, -0.2742248 51.5069384, -0.2743402 51.5072292, -0.2752729 51.5071177, -0.2753733 51.5071737, -0.2753062 51.5073879, -0.2754032 51.5075656, -0.2753518 51.5077218, -0.2753827 51.507865))",,,,,,,,The Woodlands,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302168203, 3256080664, 9178968336, 302172052, 302172051, 9178968334, 9178968333, 302168205, 302168206, 9178968329, 302168207, 302168208, 302168209, 9178968338, 9178968339, 302168211, 9178968340, 302168203]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2711181 51.5049376, -0.2705401 51.5048002, -0.2703563 51.5047402, -0.2702026 51.504696, -0.26974 51.5045541, -0.2699292 51.5042666, -0.2696476 51.5041789, -0.2704528 51.5039297, -0.2710951 51.5041296, -0.2714162 51.5042406, -0.2715703 51.5042939, -0.2712888 51.5048272, -0.2711181 51.5049376))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302174542, 8449105600, 8449105599, 8449105598, 302174543, 302174544, 302174545, 302174546, 302174547, 8449118527, 302174548, 8449105601, 302174542]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1055055 51.5402066, -0.1055097 51.5398472, -0.1055165 51.5395842, -0.1055065 51.5395629, -0.1054706 51.5395434, -0.1051444 51.5395432, -0.105113 51.5395624, -0.1051005 51.5398972, -0.1050817 51.5401989, -0.1051175 51.5402293, -0.1054724 51.5402308, -0.1055055 51.5402066))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302405678, 546305071, 9810191727, 9810191726, 302405679, 9810191725, 302405680, 546305100, 302405681, 9810191728, 9810191729, 302405678]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1057884 51.5386264, -0.1058041 51.5386092, -0.1058127 51.5385852, -0.1058423 51.5376463, -0.1058386 51.5376326, -0.1058286 51.5376207, -0.1058138 51.5376109, -0.1057913 51.5376068, -0.105548 51.5376082, -0.1055248 51.5376117, -0.105505 51.5376179, -0.1054849 51.5376299, -0.105477 51.5376439, -0.1054423 51.5385919, -0.1054477 51.5386077, -0.1054578 51.5386218, -0.1054779 51.5386309, -0.105496 51.5386336, -0.1057454 51.5386402, -0.1057702 51.5386357, -0.1057884 51.5386264))",,,,,,,,Gibson Square,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q66311068,,,,,,,,,,,,,,,"[302407538, 9362448027, 9362448040, 9362448036, 9362448032, 302407539, 9362448031, 9362448035, 9362448034, 9362448030, 302407540, 9362448029, 9362448033, 9362448037, 9362448025, 302407541, 9362448026, 9362448038, 9362448039, 9362448028, 302407538]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1085237 51.539805, -0.1085121 51.5398126, -0.1080987 51.5398489, -0.1080072 51.5398564, -0.1079873 51.5398487, -0.1078852 51.5394175, -0.1078999 51.5394039, -0.1083937 51.5393572, -0.1084187 51.5393689, -0.1085237 51.539805))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[302407546, 9358855508, 331298034, 9358855507, 302407547, 302407548, 9358855503, 302407549, 9358855504, 302407546]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2547529 51.5481948, -0.2548559 51.5481307, -0.2571647 51.5472607, -0.2573278 51.5473248, -0.257611 51.5474849, -0.2579544 51.5478212, -0.2583663 51.5482642, -0.259053 51.54891, -0.2604778 51.5483336, -0.2605121 51.548435, -0.2590873 51.5490541, -0.2575338 51.5496412, -0.2569673 51.5490648, -0.2568986 51.5490221, -0.2568042 51.5490648, -0.2561948 51.5483869, -0.2552593 51.5487285, -0.2547784 51.5482217, -0.2547529 51.5481948))",,,,,,,,Gibbons Recreation Ground,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304132901, 304132902, 304132904, 304132906, 304132907, 304132909, 304132910, 304132912, 304132913, 304132914, 304132916, 304132918, 304132920, 304132922, 304132924, 304132926, 304132928, 2677255985, 304132901]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2687166 51.5429741, -0.2690634 51.5430137, -0.2694738 51.5430612, -0.2697569 51.5430889, -0.2698237 51.5431344, -0.2698142 51.5431858, -0.2695629 51.5433837, -0.2692955 51.5435544, -0.2686466 51.5437912, -0.2685226 51.5437556, -0.2684844 51.5436705, -0.2686625 51.5431344, -0.2687166 51.5429741))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304321910, 304321912, 304321914, 2677255902, 2677255903, 304321916, 304321917, 304321918, 304321920, 2677255910, 304321921, 304321922, 304321910]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2451044 51.5330801, -0.2451466 51.5328244, -0.2448121 51.5327967, -0.2447905 51.5328622, -0.2448602 51.5328705, -0.2448495 51.5330123, -0.2448924 51.5330173, -0.2448758 51.5330732, -0.2451044 51.5330801))",,,,,,,,Tubbs Road Pocket Park,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304421967, 304421969, 304421970, 9570659024, 9570659023, 9570659021, 9570659022, 304421972, 304421967]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.257162 51.53701, -0.2571173 51.5369738, -0.2570216 51.5369339, -0.256866 51.5369055, -0.2567265 51.5369189, -0.2566514 51.5369689, -0.256665 51.5370143, -0.2568306 51.5370054, -0.2569211 51.5370332, -0.257162 51.53701))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304422035, 304422038, 4394864784, 304422039, 304422040, 304422042, 304422043, 10230833924, 10230833923, 304422035]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2513629 51.5484654, -0.251066 51.5482571, -0.2506328 51.5481225, -0.2507001 51.5480201, -0.2502801 51.5478676, -0.250155 51.5479925, -0.2500996 51.5480707, -0.2499216 51.5482072, -0.2497831 51.5483089, -0.2496272 51.548446, -0.2493161 51.5486873, -0.24937 51.5487349, -0.2504389 51.5484825, -0.2506495 51.548948, -0.2515306 51.5487869, -0.2513629 51.5484654))",,,,,,,,,,,,,,,,,,,,"This is famous as the site of the Willesden Apparitions, thought to have occured at least 1000 years ago.",,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304464900, 304464901, 3964421521, 3964421522, 304464902, 10013375282, 10013375283, 10013375280, 10013375281, 304464903, 304464904, 3964421523, 304464905, 631456776, 3964421501, 304464900]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1737985 51.6692334, -0.1738376 51.6691474, -0.1736781 51.6691767, -0.1736897 51.6691479, -0.1740173 51.6683781, -0.1743762 51.6684125, -0.1747766 51.6684223, -0.1751707 51.6684215, -0.1753222 51.6684131, -0.1756061 51.6692299, -0.17592 51.6692116, -0.1760631 51.6710525, -0.1756358 51.6710556, -0.1754677 51.6717405, -0.1737528 51.6716312, -0.1736356 51.6711661, -0.1735257 51.6712206, -0.1734234 51.6704957, -0.1734181 51.6704672, -0.1733685 51.6701204, -0.1737985 51.6692334))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[73977284, 9434022912, 9434022913, 144720860, 304602491, 304602493, 9434022915, 304602495, 304602504, 9434022914, 304602506, 304602507, 304602508, 144720873, 304602510, 9434022910, 9434022911, 144720870, 304602511, 73977287, 73977284]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2472985 51.542304, -0.2473419 51.5423409, -0.2473663 51.5424274, -0.2473761 51.5425351, -0.2473224 51.5426299, -0.2472297 51.5427444, -0.2473826 51.5427748, -0.2472736 51.5428089, -0.2471456 51.5428385, -0.2470173 51.54286, -0.2468956 51.5428696, -0.2467087 51.542878, -0.2467672 51.5428511, -0.2467256 51.5421877, -0.2467478 51.5421517, -0.24679 51.5421232, -0.2468623 51.5421032, -0.2469486 51.5421079, -0.2469855 51.5421171, -0.2469594 51.5421367, -0.2472052 51.5422637, -0.2472405 51.5422819, -0.2472605 51.542267, -0.2472985 51.542304))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304645185, 1699232542, 1699232552, 1699232579, 1699232596, 1699232619, 304645188, 1699232627, 1699232631, 304645189, 1699232633, 304645194, 304645195, 304645196, 1699232520, 304645198, 1699232513, 304645200, 1699232517, 1699232519, 6113499953, 1699232537, 304645202, 304645185]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2925021 51.535542, -0.2916726 51.5357864, -0.289967 51.5362818, -0.2898118 51.5360898, -0.2894593 51.5361972, -0.2895648 51.5363791, -0.2889122 51.5365598, -0.2871765 51.537152, -0.2869796 51.5369067, -0.2867427 51.5368209, -0.2883351 51.5363211, -0.2886767 51.5362048, -0.2888784 51.5361361, -0.2892751 51.5360315, -0.2902691 51.5357874, -0.2904544 51.5357412, -0.2912864 51.5355284, -0.2917918 51.5353942, -0.292129 51.5353099, -0.2924442 51.5352, -0.2925649 51.5351544, -0.2926253 51.535259, -0.2924787 51.5352966, -0.2924485 51.5353663, -0.2925021 51.535542))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304689703, 304689704, 8454569846, 7647481696, 8454569847, 8454569845, 304689705, 304689706, 8454569844, 304689707, 304689708, 8454496787, 304689709, 304689710, 8454496784, 304689711, 304689712, 304689713, 304689714, 304689715, 304689716, 304689717, 304689718, 304689719, 304689703]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1471087 51.4089177, -0.1475193 51.4086927, -0.1479403 51.4085043, -0.1472892 51.4079077, -0.1458106 51.408705, -0.1460753 51.408907, -0.146307 51.408857, -0.1466326 51.4088449, -0.1468292 51.4088612, -0.1471087 51.4089177))",,Potlatch 0.10e,,,,,,Long Bolstead Recreation Ground,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[304813191, 304813192, 304813193, 243236939, 243236940, 304813196, 2166270911, 2166270907, 304813197, 304813191]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.2598698 51.5631806, -0.2594274 51.5630031, -0.2594132 51.5629558, -0.2596558 51.5627399, -0.260151 51.5629683, -0.2613656 51.562103, -0.261481 51.562543, -0.261561 51.5629525, -0.2617149 51.5630903, -0.2619304 51.5631362, -0.2619427 51.5632319, -0.2612655 51.5637562, -0.2610653 51.5636698, -0.2598698 51.5631806))",,,,,,,,Quainton Street Open Space,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[305084393, 3390326043, 3390326042, 3390327546, 573669210, 3390327545, 305084395, 305084396, 305084397, 305084398, 305084399, 305084400, 3390326040, 305084393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1111242 51.5449856, -0.1108018 51.5446265, -0.1106882 51.5444495, -0.1092175 51.5448134, -0.1093229 51.5449981, -0.1095552 51.545391, -0.1099745 51.5452853, -0.1111242 51.5449856))",,,,,,,,Arundel Square,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[305415274, 1035616680, 305415275, 305415276, 2090588513, 305415277, 2090588515, 305415274]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"POLYGON ((-0.1048997 51.5453708, -0.1071489 51.5448672, -0.1070557 51.5447097, -0.1066735 51.5447378, -0.1059856 51.5447021, -0.1059765 51.5447839, -0.1058798 51.54478, -0.1058855 51.5447244, -0.1058596 51.54471, -0.1058104 51.5447064, -0.1057692 51.5447096, -0.1057414 51.5447228, -0.1057305 51.5448041, -0.1056276 51.5448007, -0.1056351 51.5447036, -0.1055288 51.5447004, -0.1050568 51.5446937, -0.1044217 51.5447369, -0.1044288 51.5451426, -0.1048435 51.5451462, -0.1048385 51.5453829, -0.1048997 51.5453708))",,,,,,,,,,,,,,,,,,,,,,park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[305415305, 305415306, 305415307, 2385987761, 305415309, 2385987760, 5500119860, 5500121252, 305415310, 5500121249, 5500121248, 5500121250, 5500121253, 5500121251, 5500121247, 305415311, 305415312, 333214485, 305415317, 305415318, 2650865395, 305415305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mo-Su 08:00-sunset,,"POLYGON ((-0.1077125 51.5489812, -0.1097093 51.5481052, -0.1094305 51.5477476, -0.1089855 51.5471591, -0.1087546 51.5472572, -0.1078441 51.5476397, -0.1078851 51.5476776, -0.1079315 51.5477147, -0.1079283 51.5477436, -0.1078272 51.5478175, -0.107411 51.5479769, -0.1074355 51.5480535, -0.1072808 51.548093, -0.1076753 51.5485538, -0.107373 51.5486985, -0.1077125 51.5489812))",,,,,,,,St Mary Magdalene Gardens,,,,,,,,,,,,,,park,,,,,,,,,,,,,,Q7594595,,,,,,,,,,,,,,,"[305415403, 305415409, 7940271574, 305415412, 2852408008, 362659024, 362659007, 9176305849, 305415415, 305415418, 9179810793, 9179810794, 305415420, 5373656352, 5373656351, 305415403]",,en:St Mary Magdalene Gardens,,,,,,,,,,,,,churchyard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
