created_by,geometry,source,barrier,nodes,natural,leisure,name,wikidata,wikipedia,designation,landuse,dominant_taxon,heath,description,note,area,ways,type
,"POLYGON ((-0.2760057 51.4453841, -0.2748983 51.4452245, -0.2748869 51.4451173, -0.2751512 51.444985, -0.2756847 51.444796, -0.276043 51.4447879, -0.2759846 51.4450618, -0.2760057 51.4453841))",,,"[3310985901, 3310985892, 3310985883, 3310985876, 3310985872, 3310985871, 3310985879, 3310985901]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.283626 51.4413941, -0.2835871 51.4413719, -0.2836098 51.4412506, -0.2840022 51.4410384, -0.2845886 51.4409811, -0.2850403 51.4410554, -0.2854806 51.4411969, -0.2845336 51.4412884, -0.283626 51.4413941))",,,"[3310985735, 3310985734, 3310985716, 3310985695, 3310985694, 3310985697, 3310985709, 3310985725, 3310985735]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2779244 51.442912, -0.2779657 51.4429435, -0.2780273 51.4429478, -0.2784724 51.4426977, -0.27886 51.442529, -0.2794355 51.4423546, -0.2781147 51.4422546, -0.2780001 51.4423361, -0.2779244 51.442912))",,,"[3310985792, 3310985796, 3310985797, 3310985788, 3310985783, 3310985778, 3310985774, 3310985777, 3310985792]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2834093 51.4381606, -0.2826912 51.4376903, -0.2826137 51.4378865, -0.2822783 51.4383125, -0.2821138 51.4384071, -0.282087 51.4385836, -0.2822103 51.4386576, -0.2821471 51.4387483, -0.2822736 51.4387857, -0.2834093 51.4381606))",,,"[3310985204, 3310985187, 3310985198, 3310985212, 3310985215, 3310985217, 3310985218, 3310985221, 3310985222, 3310985204]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2755626 51.4445346, -0.2753665 51.4444813, -0.2753886 51.4443295, -0.2755626 51.4441718, -0.2757081 51.4441343, -0.2759106 51.4441146, -0.2760182 51.4441777, -0.2760466 51.4442664, -0.2758284 51.4444143, -0.2755626 51.4445346))",,,"[3310985863, 3310985861, 3310985855, 3310985845, 3310985844, 3310985843, 3310985846, 3310985850, 3310985860, 3310985863]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2809867 51.4414285, -0.2810142 51.441327, -0.2809707 51.4412684, -0.2808675 51.4412413, -0.2807528 51.441267, -0.2807001 51.4413542, -0.2807138 51.4414271, -0.2807826 51.4414785, -0.2809294 51.4414742, -0.2809867 51.4414285))",,,"[3310985740, 3310985728, 3310985719, 3310985715, 3310985718, 3310985732, 3310985739, 3310985748, 3310985746, 3310985740]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2891064 51.4411583, -0.2883345 51.4412312, -0.2875278 51.4412076, -0.2877018 51.4410597, -0.2877999 51.440827, -0.2877461 51.440551, -0.2877081 51.4404622, -0.2881921 51.4405293, -0.2888343 51.4407817, -0.2891064 51.4411583))",,,"[3310985703, 3310985712, 3310985711, 3310985698, 3310985692, 3310985681, 3310985679, 3310985680, 3310985689, 3310985703]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2887643 51.4414577, -0.2888355 51.4414044, -0.288807 51.4413413, -0.2874182 51.4412822, -0.2870892 51.4417199, -0.2863858 51.4422171, -0.2862909 51.4423966, -0.2870343 51.4421146, -0.2877967 51.4419253, -0.2887643 51.4414577))",,,"[3310985744, 3310985737, 3310985729, 3310985722, 3310985757, 3310985773, 3310985780, 3310985769, 3310985763, 3310985744]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2766526 51.4388168, -0.2766176 51.4388556, -0.275871 51.4393921, -0.2754407 51.4397826, -0.2751 51.4399362, -0.2748415 51.4400689, -0.2751153 51.4395116, -0.2754331 51.4394528, -0.275798 51.4392206, -0.2760003 51.4390642, -0.2766526 51.4388168))",,,"[3322152519, 3322152524, 3322152595, 3322152649, 3322152660, 3322152673, 3322152616, 3322152611, 3322152581, 3322152556, 3322152519]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2727731 51.4399535, -0.2736003 51.4398265, -0.2740502 51.4397628, -0.2738132 51.4394493, -0.2737524 51.4391896, -0.2737129 51.4391232, -0.2730499 51.4392635, -0.2725998 51.4393128, -0.2720919 51.439345, -0.2721132 51.4393924, -0.2727731 51.4399535))",,,"[3322152662, 3322152651, 3322152646, 3322152610, 3322152570, 3322152565, 3322152585, 3322152588, 3322152592, 3322152596, 3322152662]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2760243 51.4382005, -0.2757323 51.4382985, -0.2756343 51.438175, -0.2753832 51.4378556, -0.2754077 51.437615, -0.2753669 51.4375578, -0.2753669 51.4375069, -0.2755955 51.4374916, -0.2761549 51.4373011, -0.2766368 51.4370881, -0.2760243 51.4382005))",,,"[3322152468, 3322152480, 3322152465, 3322152333, 3322152324, 3322152316, 3322152312, 3322152311, 3322152294, 3322152277, 3322152468]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.273708 51.4405362, -0.273435 51.4405702, -0.273323 51.4407531, -0.273465 51.440942, -0.273222 51.4409386, -0.2730883 51.4407344, -0.2728699 51.440577, -0.2731128 51.4405549, -0.2733736 51.4404655, -0.273506 51.4404366, -0.273708 51.4405362))",,,"[3322152701, 3322152706, 3322152715, 3322152731, 3322152729, 3322152712, 3322152707, 3322152704, 3322152696, 3322152693, 3322152701]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2701245 51.4382018, -0.2707306 51.4383059, -0.2704366 51.4385298, -0.270589 51.4386045, -0.2705346 51.438695, -0.2710699 51.438859, -0.2710188 51.438952, -0.2708954 51.4388988, -0.2707233 51.4391135, -0.2691882 51.439127, -0.2695729 51.4386248, -0.2701245 51.4382018))",,,"[3322152469, 3322152482, 3322152500, 3322152505, 3322152511, 3322152525, 3322152534, 3322152528, 3322152563, 3322152566, 3322152507, 3322152469]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2731138 51.4422527, -0.2727563 51.4421365, -0.2716343 51.4417131, -0.2720387 51.4417654, -0.2722217 51.4416169, -0.2721755 51.4414839, -0.2723251 51.4414248, -0.2726995 51.4416735, -0.2730295 51.4419432, -0.2732657 51.4421749, -0.2732649 51.4422161, -0.2732056 51.4422592, -0.2731138 51.4422527))",,,"[3322152960, 3322152952, 3322152924, 3322152930, 3322152909, 3322152891, 3322152885, 3322152914, 3322152942, 3322152955, 3322152959, 3322152961, 3322152960]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2728053 51.4424153, -0.2711142 51.4418294, -0.270881 51.4418596, -0.270558 51.4417103, -0.2701198 51.4416937, -0.2698213 51.4417284, -0.2696335 51.4418792, -0.2697263 51.4420865, -0.2711105 51.4426551, -0.27154 51.4427812, -0.2718659 51.4428244, -0.2723923 51.442821, -0.2728053 51.4424153))",,,"[3322152962, 3322152935, 3322152937, 3322152922, 3322152920, 3322152927, 3322152938, 3322152948, 3322152963, 3322152968, 3322152971, 3322152970, 3322152962]",heath,,,,,,,,,,"A subsection of this heath is bracken (south eatst ish), the other section is something else.",,,
,"POLYGON ((-0.2738705 51.4419875, -0.2737839 51.442159, -0.2737367 51.4421875, -0.2736622 51.4421865, -0.2736166 51.4421732, -0.2735299 51.442104, -0.2734737 51.4419154, -0.2734645 51.4417278, -0.273571 51.4416756, -0.2737261 51.4416851, -0.2738417 51.4417315, -0.2739101 51.4417808, -0.2739162 51.4418405, -0.2738705 51.4419875))",,,"[3322152943, 3322152953, 3322152957, 3322152956, 3322152954, 3322152950, 3322152941, 3322152926, 3322152915, 3322152917, 3322152928, 3322152932, 3322152936, 3322152943]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2731778 51.4377615, -0.2730308 51.4378678, -0.2729455 51.437861, -0.2728838 51.4377128, -0.2727332 51.4375488, -0.2725445 51.437585, -0.2724247 51.4375398, -0.2724501 51.4374176, -0.2723812 51.437335, -0.272441 51.4371925, -0.2731487 51.4371891, -0.2731832 51.4373848, -0.2731487 51.437628, -0.2731778 51.4377615))",,,"[3322152327, 3322152336, 3322152334, 3322152326, 3322152315, 3322152318, 3322152314, 3322152304, 3322152297, 3322152287, 3322152286, 3322152299, 3322152325, 3322152327]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2734098 51.4417107, -0.2732973 51.4417827, -0.2731787 51.4417638, -0.2729338 51.4417751, -0.2726556 51.441578, -0.2726358 51.4414794, -0.2727818 51.4414434, -0.2728806 51.4414008, -0.2733459 51.4414785, -0.2733581 51.4415363, -0.2732197 51.4415761, -0.2732258 51.4415989, -0.2733779 51.4415951, -0.2734098 51.4417107))",,,"[3322152923, 3322152933, 3322152929, 3322152931, 3322152902, 3322152890, 3322152886, 3322152884, 3322152889, 3322152897, 3322152900, 3322152907, 3322152904, 3322152923]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2731892 51.440972, -0.2730371 51.4409577, -0.2727087 51.440935, -0.2724456 51.4408668, -0.272289 51.4407938, -0.2722327 51.440916, -0.2717765 51.4410459, -0.2722342 51.4412734, -0.2723863 51.441316, -0.272549 51.4413009, -0.2727695 51.441262, -0.2730364 51.4411677, -0.2730891 51.4411163, -0.2732105 51.4410658, -0.2731892 51.440972))",,,"[3322152737, 3322152734, 3322152727, 3322152721, 3322152718, 3322152723, 3322152742, 3322152868, 3322152871, 3322152870, 3322152865, 3322152756, 3322152747, 3322152743, 3322152737]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2703864 51.4431455, -0.2708351 51.443088, -0.2710075 51.4430247, -0.2717896 51.4429749, -0.2721162 51.4430111, -0.2724356 51.4429579, -0.2726751 51.4429715, -0.2726951 51.4429319, -0.2726354 51.4428683, -0.2718531 51.4428527, -0.2715319 51.4428098, -0.2711636 51.4426887, -0.271008 51.4427275, -0.2708134 51.442743, -0.2705484 51.4427781, -0.2706301 51.442838, -0.2702835 51.4430382, -0.2703864 51.4431455))",,,"[3322152994, 3322152989, 3322152984, 3322152979, 3322152982, 3322152977, 3322152978, 3322152976, 3322152974, 3322152973, 3322152969, 3322152964, 3322152965, 3322152966, 3322152967, 3322152972, 3322152985, 3322152994]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2726001 51.4384113, -0.2724769 51.4383425, -0.2725231 51.4382914, -0.2724799 51.4382743, -0.272435 51.438319, -0.2723563 51.4382834, -0.2722922 51.4382082, -0.2721048 51.438253, -0.2719817 51.438221, -0.2719072 51.4383138, -0.2720484 51.4383361, -0.271938 51.4384129, -0.2718687 51.4384753, -0.2720561 51.4384945, -0.2720227 51.4385297, -0.2721125 51.4385857, -0.272169 51.4385521, -0.2722331 51.4386113, -0.2726001 51.4384113))",,,"[3322152490, 3322152486, 3322152479, 3322152476, 3322152484, 3322152477, 3322152470, 3322152472, 3322152471, 3322152483, 3322152485, 3322152491, 3322152495, 3322152496, 3322152499, 3322152503, 3322152501, 3322152506, 3322152490]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2705937 51.4372109, -0.2703309 51.4371691, -0.2692349 51.437237, -0.2681425 51.4372437, -0.2660006 51.4373944, -0.2664272 51.4375879, -0.2667608 51.4378454, -0.2670379 51.4381206, -0.2672635 51.4384475, -0.267523 51.4385199, -0.268365 51.4390651, -0.2685101 51.4390198, -0.2684775 51.4388095, -0.2687569 51.4387212, -0.2692208 51.4388392, -0.2696442 51.4384297, -0.2702136 51.4379454, -0.2708093 51.4374813, -0.2707861 51.4373276, -0.2705937 51.4372109))",,,"[3322152288, 3322152281, 3322152289, 3322152290, 3322152303, 3322152319, 3322152331, 3322152360, 3322152494, 3322152497, 3322152557, 3322152549, 3322152517, 3322152512, 3322152522, 3322152492, 3322152339, 3322152309, 3322152296, 3322152288]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2737923 51.4431722, -0.2737076 51.4432746, -0.2720011 51.4445397, -0.2719087 51.4445941, -0.2718215 51.4446053, -0.2716932 51.4445941, -0.2715649 51.4445189, -0.2714186 51.4443766, -0.2708441 51.4435908, -0.2711018 51.4435705, -0.2710201 51.4433646, -0.2706572 51.4434234, -0.2704812 51.4432278, -0.2704132 51.4431769, -0.2708392 51.4431333, -0.2710443 51.4430655, -0.2717773 51.4430134, -0.2721312 51.4430564, -0.2724251 51.4430067, -0.2727336 51.4430078, -0.2728643 51.4431322, -0.2737923 51.4431722))",,,"[3322152996, 3322153001, 3322153024, 3322153031, 3322153032, 3322153030, 3322153023, 3322153020, 3322153006, 3322153005, 3322153003, 3322153004, 3322152999, 3322152997, 3322152993, 3322152988, 3322152983, 3322152987, 3322152980, 3322152981, 3322152991, 3322152996]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2704118 51.443264, -0.2702647 51.4431938, -0.2694606 51.4433209, -0.2690998 51.4437921, -0.2691552 51.4440839, -0.2694709 51.4441702, -0.2695091 51.4442823, -0.2692861 51.4445525, -0.2695658 51.4445629, -0.2696592 51.4443151, -0.2698738 51.4441782, -0.2701971 51.4443686, -0.2698378 51.4444805, -0.2703084 51.4445598, -0.2708207 51.4445109, -0.2706359 51.4443606, -0.2708861 51.4442942, -0.2710131 51.4445509, -0.2713519 51.4445429, -0.271127 51.4442087, -0.2709798 51.4441934, -0.2708889 51.4439595, -0.2709089 51.4438995, -0.2704118 51.443264))",,,"[3322153000, 3322152998, 3322153002, 3322153007, 3322153010, 3322153011, 3322153015, 3322153027, 3322153029, 3322153017, 3322153012, 3322153019, 3322153021, 3322153028, 3322153022, 3322153018, 3322153016, 3322153026, 3322153025, 3322153014, 3322153013, 3322153009, 3322153008, 3322153000]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.27579 51.4384388, -0.2745158 51.438818, -0.2745066 51.4389109, -0.2757748 51.438526, -0.27579 51.4384388))",,,"[3322152493, 3322152520, 3322152532, 3322152498, 3322152493]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2741318 51.4397642, -0.2743751 51.4401983, -0.2746366 51.4401291, -0.2745059 51.4396685, -0.2741318 51.4397642))",,,"[3322152647, 3322152683, 3322152680, 3322152636, 3322152647]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.274695 51.4416883, -0.2748501 51.4416371, -0.2748896 51.4415509, -0.2746037 51.4413319, -0.274695 51.4416883))",,,"[3322152918, 3322152911, 3322152898, 3322152874, 3322152918]",heath,,,,,,,Pteridium aquilinum,,,,,,
,"POLYGON ((-0.2900245 51.4318233, -0.2897927 51.4321774, -0.2902166 51.432109, -0.2905589 51.4320844, -0.2905213 51.4320128, -0.2900245 51.4318233))",,,"[3582911509, 3322152265, 3322152264, 3582911517, 3582911513, 3582911509]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2719885 51.439311, -0.2719414 51.4391907, -0.271435 51.4391954, -0.2714396 51.4393215, -0.2716145 51.4393253, -0.2719885 51.439311))",,,"[3322152587, 3322152571, 3322152573, 3322152589, 3322152590, 3322152587]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2748759 51.441513, -0.2746843 51.4413689, -0.2747185 51.4413502, -0.2747778 51.4413537, -0.2749079 51.4414561, -0.2748759 51.441513))",,,"[3322152894, 3322152882, 3322152878, 3322152879, 3322152888, 3322152894]",heath,,,,,,,Pteridium aquilinum,,,,,,
,"POLYGON ((-0.2764837 51.4383, -0.2765615 51.4381885, -0.2771717 51.4380184, -0.2772167 51.4380252, -0.2772099 51.438064, -0.2764837 51.4383))",,,"[3322152481, 3322152466, 3322152349, 3322152350, 3322152352, 3322152481]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2740473 51.4413175, -0.2741268 51.441154, -0.2738967 51.4411298, -0.2736924 51.4410708, -0.2736021 51.4410253, -0.2740473 51.4413175))",,,"[3322152872, 3322152754, 3322152752, 3322152744, 3322152740, 3322152872]",heath,,,,,,,Pteridium aquilinum,,,,,,
,"POLYGON ((-0.2724872 51.4380082, -0.2724384 51.437909, -0.2722742 51.4379106, -0.2720997 51.4381058, -0.2723255 51.438077, -0.2724872 51.4380082))",,,"[3322152344, 3322152337, 3322152338, 3322152358, 3322152356, 3322152344]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2745948 51.4396407, -0.2746921 51.4401033, -0.2747621 51.4400749, -0.2750571 51.4395317, -0.2748081 51.4395713, -0.2745948 51.4396407))",,,"[3322152634, 3322152677, 3322152674, 3322152618, 3322152623, 3322152634]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2725449 51.4400003, -0.2720035 51.4400629, -0.2709421 51.4395975, -0.2708798 51.4394951, -0.270968 51.4394183, -0.2711535 51.4394136, -0.2725449 51.4400003))",,,"[3322152667, 3322152671, 3322152629, 3322152615, 3322152601, 3322152599, 3322152667]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2726326 51.4399864, -0.2727079 51.439973, -0.2720391 51.439414, -0.2720068 51.4393389, -0.2716133 51.439359, -0.2712004 51.4393925, -0.2726326 51.4399864))",,,"[3322152664, 3322152663, 3322152600, 3322152591, 3322152594, 3322152597, 3322152664]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2739541 51.4413438, -0.273466 51.4409865, -0.2733778 51.441122, -0.2734355 51.4412443, -0.2736013 51.4413353, -0.2737853 51.4413608, -0.2739541 51.4413438))",,,"[3322152877, 3322152739, 3322152750, 3322152864, 3322152875, 3322152880, 3322152877]",heath,,,,,,,Pteridium aquilinum,,,,,,
,"POLYGON ((-0.2735674 51.4404281, -0.2737598 51.4405259, -0.273996 51.4404919, -0.274355 51.4402783, -0.2743359 51.4402426, -0.2740888 51.4403337, -0.2735674 51.4404281))",,,"[3322152691, 3322152700, 3322152697, 3322152686, 3322152685, 3322152688, 3322152691]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2685984 51.4416335, -0.2685573 51.4415775, -0.2681005 51.4414927, -0.2680107 51.4416415, -0.2682036 51.4416886, -0.268488 51.4417038, -0.2685984 51.4416335))",,,"[3322152910, 3322152901, 3322152892, 3322152912, 3322152919, 3322152921, 3322152910]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2704253 51.4393518, -0.269335 51.4395945, -0.2692179 51.439602, -0.2690203 51.4395717, -0.2689929 51.4392399, -0.2703615 51.4392115, -0.2704253 51.4393518))",,,"[3322152593, 3322152628, 3322152630, 3322152624, 3322152582, 3322152579, 3322152593]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2678027 51.4392008, -0.267786 51.4391448, -0.2676154 51.4390336, -0.2674884 51.4390136, -0.2675179 51.4391472, -0.2675859 51.4392128, -0.2678027 51.4392008))",,,"[3322152575, 3322152567, 3322152550, 3322152546, 3322152568, 3322152580, 3322152575]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.274079 51.4397743, -0.2736252 51.4398668, -0.2728145 51.4399875, -0.2733714 51.4404312, -0.2740617 51.4402998, -0.274322 51.4402167, -0.274079 51.4397743))",,,"[3322152648, 3322152654, 3322152665, 3322152692, 3322152687, 3322152684, 3322152648]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2745609 51.4416519, -0.2740637 51.4415884, -0.274088 51.4413809, -0.2741458 51.4412633, -0.2743298 51.4412643, -0.2745305 51.4412851, -0.2745792 51.4415553, -0.2745609 51.4416519))",,,"[3322152913, 3322152903, 3322152883, 3322152866, 3322152867, 3322152869, 3322152899, 3322152913]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2753621 51.437458, -0.2755798 51.4374524, -0.2761339 51.4372542, -0.2766758 51.4370276, -0.27583 51.4370466, -0.2749792 51.4370949, -0.2752121 51.4372972, -0.2753621 51.437458))",,,"[3322152307, 3322152306, 3322152291, 3322152272, 3322152274, 3322152278, 3322152293, 3322152307]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2733137 51.440451, -0.2731069 51.4405202, -0.272821 51.4405467, -0.2720546 51.4400832, -0.2726355 51.4400197, -0.272748 51.4399941, -0.2731556 51.4403562, -0.2733137 51.440451))",,,"[3322152695, 3322152699, 3322152703, 3322152675, 3322152668, 3322152666, 3322152690, 3322152695]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2783803 51.4374814, -0.2784212 51.4374292, -0.2776229 51.4371034, -0.2773779 51.43705, -0.2767838 51.4370372, -0.2761039 51.4381458, -0.2761488 51.4381648, -0.2783803 51.4374814))",,,"[3322152310, 3322152305, 3322152279, 3322152275, 3322152273, 3322152462, 3322152463, 3322152310]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2732562 51.4381295, -0.2717447 51.4389837, -0.2717781 51.4391181, -0.2725762 51.4390861, -0.2736027 51.4389389, -0.2734076 51.4386622, -0.2732665 51.4384111, -0.2732562 51.4381295))",,,"[3322152461, 3322152540, 3322152564, 3322152561, 3322152533, 3322152509, 3322152489, 3322152461]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2720432 51.43929, -0.2720158 51.4392028, -0.2727731 51.4391478, -0.2736368 51.4390038, -0.2736825 51.4390682, -0.2730499 51.4392066, -0.2725693 51.4392597, -0.2720432 51.43929))",,,"[3322152586, 3322152576, 3322152569, 3322152543, 3322152558, 3322152577, 3322152584, 3322152586]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2727716 51.4405582, -0.27232 51.4406339, -0.2722598 51.4405153, -0.272048 51.4403498, -0.2715964 51.4401869, -0.2716576 51.4401152, -0.2719716 51.4400917, -0.2727716 51.4405582))",,,"[3322152705, 3322152709, 3322152698, 3322152689, 3322152681, 3322152678, 3322152676, 3322152705]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
,"POLYGON ((-0.2670388 51.4390425, -0.2670581 51.4390154, -0.267041 51.4389878, -0.2669976 51.4389758, -0.2669532 51.4389864, -0.2669339 51.4390135, -0.266951 51.4390411, -0.2669944 51.4390532, -0.2670388 51.4390425))",,,"[3322152553, 3322152547, 3322152542, 3322152538, 3322152541, 3322152544, 3322152552, 3322152555, 3322152553]",heath,,,,,,,Pteridium aquilinum,bracken,,,,,
